timestamp,gps_latitude,gps_longitude,gps_altitude,gps_heading,gps_satellites,gps_fix_type,gps_hdop,gps_vdop,gps_ground_speed,zed_x,zed_y,zed_z,zed_yaw
1737315731.4779766,35.7691153,-78.6607554,119.12,272.82,11,3,1.08,2.33,0.9625487000666512,0.1010923766226764,-3.62784211163228,0.8861051276328277,-79.83309188527872
1737315732.479057,35.769117,-78.6607657,119.19,273.14,11,3,1.08,2.33,1.0084641788382966,-0.04803112555292651,-4.662940599363288,0.9856332458131999,-79.06854517746615
1737315733.479769,35.7691177,-78.6607756,119.29,275.52,11,3,1.08,2.33,0.9689685237405805,-0.25608882134482824,-5.7229681246957025,1.0450942199056659,-80.62136247789464
1737315734.4815814,35.7691198,-78.6607853,119.44,277.75,11,3,1.08,2.33,0.9734988443752772,-0.49751846186194537,-6.682448647676953,1.12324708258766,-80.41556375344308
1737315735.4817662,35.769122,-78.660797,119.47,275.32,11,3,1.08,2.33,0.9884331034521254,-0.7298603877444333,-7.662736577660685,1.1684629342442283,-82.70073190865078
1737315736.4829392,35.7691223,-78.6608084,119.54,271.94,11,3,1.08,2.33,0.9656603957913984,-0.8904744057422865,-8.753101116120797,1.2627687888777568,-84.3307317037459
1737315737.4835403,35.769121,-78.6608195,119.64,272.0,11,3,1.08,2.33,0.8697700845625814,-1.0577841905033742,-9.83320104577967,1.3611222259782185,-82.07766873722854
1737315738.4844298,35.7691204,-78.6608288,119.8,272.21,11,3,1.08,2.33,0.7976214641043708,-1.2902805431271616,-10.749548221238118,1.4750104714576713,-77.67560963888718
1737315739.4857104,35.7691195,-78.6608399,119.83,272.83,11,3,1.08,2.33,0.8700574693662483,-1.6549290599070432,-11.938368750051472,1.6802295555376996,-76.61947754650978
1737315740.4861836,35.7691166,-78.6608515,119.83,272.56,11,3,1.08,2.33,0.841486779456457,-1.9219668985310059,-12.921766697700837,1.8901558168939965,-76.93092984489729
1737315741.486711,35.7691166,-78.6608635,119.94,273.16,11,3,1.08,2.33,0.91,-2.2092780177266595,-13.827788450321538,2.030797595350697,-77.89916747931576
1737315742.4876378,35.7691157,-78.6608752,120.06,272.14,11,3,1.08,2.33,0.9314504817756014,-2.510670171987479,-14.802307241788787,2.2151931193560075,-77.20066464504747
1737315743.4889147,35.769113,-78.6608873,120.22,270.87,11,3,1.08,2.33,1.0604244433244643,-2.687117074989386,-15.811514077783654,2.400635349670702,-79.72351334602658
1737315744.4888983,35.7691104,-78.6608979,120.48,275.71,11,3,1.08,2.33,1.0522357150372725,-2.9692538443366745,-16.711736901596094,2.5443995300389655,-74.11401951210486
1737315745.4898477,35.7691093,-78.660909,120.71,275.56,11,3,1.08,2.33,0.9533624704172071,-3.330662549941215,-17.584770714252862,2.7236393184159904,-74.53411991055374
1737315746.4901438,35.7691079,-78.66092,120.79,270.95,10,3,1.22,2.47,1.2103718436910205,-3.598251656613331,-18.535729217939412,2.8909400976708746,-79.33333012650228
1737315747.4919002,35.7691054,-78.6609312,120.93,269.24,11,3,1.08,2.33,1.2313001258832064,-3.8169315271922097,-19.434103623483495,3.1286412894727413,-78.55217570556745
1737315748.4921227,35.7691039,-78.6609411,121.13,273.12,11,3,1.08,2.33,0.9486832980505138,-4.150725044495463,-20.646570770907406,3.235363163172889,-73.81234325694538
1737315749.492307,35.7691015,-78.6609507,121.2,275.53,10,3,1.22,2.47,0.9082400563727632,-4.599403789751906,-21.76942940596549,3.2701559361640555,-73.19919383550949
1737315750.4925401,35.7690963,-78.6609624,121.14,271.34,10,3,1.22,2.47,1.0568822072492279,-4.923784952084256,-22.83095854336326,3.37805272181185,-75.06406997631983
1737315751.4931743,35.7690928,-78.6609736,121.06,272.37,10,3,1.22,2.47,1.0336827366266692,-5.2199509777504405,-23.765173588958877,3.509568463785259,-77.31678119413274
1737315752.4943047,35.7690917,-78.6609835,121.07,285.8,10,3,1.22,2.47,0.8558621384311844,-5.5809350326012845,-24.631896428660685,3.5367753403409585,-72.50607112112624
1737315753.494857,35.7690943,-78.6609902,121.14,296.32,10,3,1.22,2.47,0.62,-5.9595513632701085,-25.65474158414013,3.565679939218115,-77.1500331945438
1737315754.4948244,35.7690979,-78.6609975,121.19,297.16,10,3,1.22,2.47,0.7752418977325722,-5.998043760804432,-26.736349496787238,3.6371707488100227,-89.91282231115287
1737315755.495331,35.7690988,-78.6610061,121.22,289.59,10,3,1.22,2.47,0.8329465769183519,-5.845739885539331,-27.670384845626515,3.672965938750072,-82.34616484861763
1737315756.4958978,35.7690987,-78.6610151,121.24,290.5,10,3,1.22,2.47,0.7083784299369935,-5.677958598001113,-28.65976258923375,3.653559457962463,-83.64709602935604
1737315757.4963315,35.7691009,-78.6610265,121.17,290.68,10,3,1.22,2.47,0.8249242389456136,-5.564605291403879,-29.819381408823872,3.7206100130006194,-89.83217636542153
1737315758.4973438,35.7691032,-78.6610379,121.2,296.49,10,3,1.22,2.47,0.7433034373659253,-5.659834518233345,-30.860036012092806,3.845114625362509,-89.26951068119749
1737315759.4973292,35.7691076,-78.66105,121.21,301.8,11,3,1.08,2.33,0.6511528238439883,-5.690058079429518,-31.81966615022842,3.856947884381537,-87.38005423606991
1737315760.497814,35.7691108,-78.6610627,121.18,304.41,11,3,1.08,2.33,0.861278120005379,-5.683478677236626,-33.01949670266071,3.936844937858744,-82.48563317746778
1737315761.498231,35.7691169,-78.6610743,121.24,307.36,11,3,1.08,2.33,0.8883692925805123,-5.575664623069866,-33.87468343669491,4.062484523883851,-77.91972485214393
1737315762.49936,35.7691196,-78.6610834,121.43,311.93,11,3,1.08,2.33,0.9033825324855469,-5.370971814878052,-34.78552024237836,4.187108516618827,-75.3901655455343
1737315763.4994328,35.7691232,-78.6610946,121.6,315.57,11,3,1.08,2.33,0.931074647920348,-4.954550802814242,-35.73365898045774,4.401814132639407,-71.16030893707008
1737315764.4996572,35.7691307,-78.6611028,121.66,323.03,12,3,1.07,1.61,0.9440338976964757,-4.491991969254807,-36.45461070737117,4.5668085202071405,-67.48598376916756
1737315765.5002346,35.769139,-78.6611105,121.71,332.56,12,3,1.07,1.61,1.076289923765897,-4.0091738970725075,-37.36406198942723,4.8262041758096705,-63.30152460259903
1737315766.5011191,35.7691452,-78.6611191,121.93,333.16,12,3,1.07,1.61,0.8044874144447507,-3.2936447025612754,-38.389307666389826,4.905905313815915,-54.63274840409508
1737315767.5013437,35.7691511,-78.661126,122.18,337.07,12,3,1.07,1.61,0.6747592163134936,-2.5355843404251184,-39.33058505235586,4.9784585589351344,-46.34323787232327
1737315768.5015047,35.7691584,-78.6611315,122.41,344.46,12,3,1.07,1.61,0.7638062581571325,-1.8379163804496461,-40.08044246362231,5.220890291915182,-44.87621107089717
1737315769.5019672,35.7691654,-78.6611364,122.6,352.68,12,3,1.07,1.61,0.7738862965578341,-1.2234848799326397,-40.63243285684434,5.4806599976658035,-41.00731053930903
1737315770.5023806,35.7691747,-78.6611383,122.64,3.31,12,3,1.07,1.61,0.6488451279003333,-0.5134514169652592,-41.20063073057604,5.742155529457098,-31.71196895814444
1737315771.5032456,35.7691842,-78.6611382,122.69,16.91,12,3,1.07,1.61,0.7702596964660685,0.4076508387549028,-41.67514742747567,5.8944590803545145,-24.928711190609533
1737315772.503226,35.7691936,-78.6611383,122.74,27.19,12,3,1.07,1.61,0.6603029607687672,1.2772081298116373,-41.97533260115052,6.04902799276922,-14.284883918076162
1737315773.5037603,35.769202,-78.6611349,122.73,38.88,12,3,1.07,1.61,0.5544366510251645,2.355781770158446,-42.0882490239465,6.178715317142455,0.521225923770885
1737315774.504255,35.7692107,-78.6611311,122.73,46.9,12,3,1.07,1.6,0.691809222257119,3.4058868819485806,-41.97607256201413,6.240354524914551,12.341778210815505
1737315775.504932,35.7692192,-78.6611264,122.75,47.21,12,3,1.07,1.6,0.7623647421018367,4.437693341054289,-41.61890996373579,6.355072733104205,27.350947431295424
1737315776.5050697,35.7692278,-78.6611181,122.7,41.31,12,3,1.07,1.6,0.8956003573022959,5.3968743239182615,-41.27493612873498,6.286510455061789,32.03251259491498
1737315777.5053713,35.7692352,-78.6611127,122.69,31.8,12,3,1.07,1.6,0.8598837130682264,6.423273580718175,-40.758576970196366,6.302989417742497,29.703297991045616
1737315778.5059469,35.769245,-78.6611111,122.73,17.31,12,3,1.07,1.6,0.9924716620639604,7.460768821012657,-40.366444887105125,6.308785929247816,23.268667199522156
1737315779.5061536,35.769254,-78.6611106,122.69,358.65,12,3,1.07,1.6,0.9867117106835207,8.557740646951153,-39.985686840445425,6.33319425067586,13.621167859649432
1737315780.5072558,35.769264,-78.6611135,122.75,351.21,12,3,1.07,1.6,1.177200067957864,9.75093372643599,-39.940070056402774,6.408428955965184,0.6130299557486012
1737315781.507146,35.7692766,-78.661117,122.96,346.52,12,3,1.07,1.6,1.229186723000212,10.942057455293492,-40.31873673832113,6.498927538284319,-17.164223018171782
1737315782.5073805,35.7692874,-78.6611234,123.18,342.41,12,3,1.07,1.6,1.0623088063270492,11.894603561581015,-40.83805732910437,6.574032443959905,-22.098377536813956
1737315783.508064,35.7692957,-78.6611291,123.26,342.49,12,3,1.07,1.6,1.2159358535712317,13.012755953526487,-41.388362351902906,6.795717775537087,-29.389334514961718
1737315784.5089338,35.7693034,-78.661136,123.45,337.64,12,3,1.07,1.6,1.1407015385279358,13.844709303270072,-42.04685914945054,6.939203637111897,-30.27706211513339
1737315785.5085158,35.7693076,-78.6611405,123.48,336.62,12,3,1.07,1.6,0.9984988733093293,14.712955931796277,-42.64351462519999,7.01709338909325,-35.509441067429805
1737315786.508952,35.7693145,-78.6611469,123.52,334.84,12,3,1.07,1.6,1.01202766760598,15.584094813172928,-43.195177652981776,7.157883442999711,-36.77805306598282
1737315787.509392,35.7693232,-78.6611513,123.62,339.03,12,3,1.07,1.6,1.012719112093773,16.375784768122205,-43.78316211162595,7.350405844161652,-37.14756876509651
1737315788.5099914,35.7693309,-78.6611565,123.76,329.78,12,3,1.07,1.6,0.904433524367601,17.255465925895574,-44.54567401121845,7.490029503437958,-37.8566061847074
1737315789.5102131,35.7693391,-78.6611623,123.83,319.52,12,3,1.07,1.6,1.0565036677645754,18.157598441065293,-45.26122487389188,7.612055918443456,-36.51936648774523
1737315790.5104883,35.769347,-78.6611702,123.97,318.09,12,3,1.07,1.6,0.9843271813782245,18.85882405054566,-45.99375751427487,7.8035638738315205,-46.56646877540439
1737315791.5110352,35.7693531,-78.6611809,124.01,314.55,12,3,1.07,1.6,1.22413234578619,19.639352957762178,-46.94634713988755,8.002074686479187,-56.02433392677352
1737315792.5114534,35.7693595,-78.661191,123.92,311.86,12,3,1.07,1.6,1.1300442469213319,20.274561622740663,-47.76846821617838,8.233067010987153,-57.200198424792674
1737315793.5123718,35.7693618,-78.6612007,124.03,314.77,12,3,1.07,1.6,0.8627861844049196,20.87117846563377,-48.8448461173227,8.286073023350717,-58.5745233713085
1737315794.512181,35.7693686,-78.6612094,124.18,309.24,12,3,1.07,1.6,0.9982484660644363,21.431804459549117,-49.98786469457509,8.404665959490856,-61.179802596824615
1737315795.5130146,35.7693734,-78.6612188,124.34,307.66,12,3,1.07,1.6,0.9849365461794988,21.821137061193273,-51.027890855143404,8.658965474846001,-61.2258375119052
1737315796.5130627,35.7693774,-78.661229,124.47,302.8,12,3,1.07,1.6,0.9902019995940222,22.385496014301857,-52.17266561842531,8.897617718503115,-68.31797922618125
1737315797.5138068,35.7693845,-78.6612396,124.7,296.63,12,3,1.07,1.6,1.0555093557141026,22.77089624366546,-53.13853782402082,9.121409839336168,-68.6412237614589
1737315798.514075,35.769391,-78.6612494,124.83,291.17,12,3,1.07,1.6,0.9912618221237011,23.126674840097866,-54.30673653847524,9.338848316417677,-72.78788543432995
1737315799.5140843,35.7693905,-78.6612632,125.02,288.16,12,3,1.07,1.6,1.094440496326776,23.364179555836884,-55.394457350673235,9.62291183120221,-79.6512068107481
1737315800.5150685,35.7693936,-78.6612776,125.08,285.45,12,3,1.07,1.6,1.236931687685298,23.433685295062812,-56.47014912255212,9.842240004734823,-84.00059507350983
1737315801.514816,35.7693966,-78.6612918,124.98,285.88,12,3,1.07,1.6,1.3920488497175665,23.293170451994047,-57.570609880577386,10.004905049238198,-87.98707369753423
1737315802.5154276,35.7693978,-78.6613038,125.21,283.37,12,3,1.07,1.6,1.2306502346320827,23.268212114228483,-58.89751115274378,10.182828306767838,-88.04839831855934
1737315803.5156393,35.7694013,-78.6613179,125.34,285.61,12,3,1.07,1.6,1.1681181447096864,23.3243692037038,-60.263701276222264,10.313220245280633,-88.24236879818638
1737315804.5166845,35.7694067,-78.6613319,125.48,282.59,12,3,1.07,1.6,1.2836276718737407,23.438257017190253,-61.72804811276123,10.49353553852074,-87.94652529620099
1737315805.5162828,35.7694111,-78.6613466,125.8,290.7,12,3,1.07,1.6,1.2946814279968644,23.51418739811349,-62.78752268972493,10.625743902920883,-89.63774325546302
1737315806.5167205,35.7694147,-78.6613591,126.1,307.15,12,3,1.07,1.6,1.1229425630903835,23.691150817229627,-63.847801442312,10.724613985612287,-89.88912267143577
1737315807.5172398,35.769423,-78.6613695,126.35,325.26,12,3,1.07,1.6,0.9871676655968833,23.92868618990416,-64.9602999227805,10.819276074987714,-82.30579707759065
1737315808.5179863,35.7694318,-78.6613781,126.46,343.0,11,3,1.19,1.7,0.8268010643437755,24.261807570700647,-65.9516078132858,10.982007350679847,-68.5781531920479
1737315809.517888,35.7694414,-78.6613831,126.45,356.27,11,3,1.19,1.7,0.8052949770115296,24.939021469582148,-67.39720402957265,11.322363829142175,-50.03576445230908
1737315810.5182855,35.7694534,-78.6613853,126.33,6.1,10,3,1.26,1.7,0.83168503653727,26.054642067847713,-68.31872423353745,11.525411868135514,-30.95764041032868
1737315811.519239,35.7694642,-78.661386,126.2,11.05,11,3,1.11,1.6,0.5894064811316551,27.196614011955567,-68.8930180314173,11.512003640221062,-18.433776166839863
1737315812.5190785,35.7694729,-78.6613859,126.11,11.36,11,3,1.11,1.6,0.5315072906367325,28.4009087823638,-69.01635285338253,11.409265045011992,-7.730383958938006
1737315813.5193782,35.769483,-78.6613838,126.08,8.51,12,3,1.07,1.59,0.6865857557508749,29.898070900679656,-69.35196428314137,11.565759195874865,-1.213504984369422
1737315814.520479,35.7694943,-78.6613836,126.03,349.63,12,3,1.07,1.59,0.891403387922662,31.174651565736973,-69.36709724441533,11.650656839023101,-1.5016841826272298
1737315815.5201366,35.7695036,-78.661391,125.98,318.02,12,3,1.07,1.59,1.3315404612703288,32.60566380976529,-69.30740404268862,11.73642086602501,-4.921503779162009
1737315816.520813,35.7695083,-78.6614025,125.96,285.67,12,3,1.07,1.59,1.3023056476879766,33.66695094392477,-69.6078293916374,11.781792906581552,-28.199210096978987
1737315817.5209959,35.7695112,-78.6614141,125.94,266.13,12,3,1.07,1.59,1.3041855696180662,34.55542555148703,-70.61048088804343,11.791312607814186,-63.56480091023093
1737315818.5213437,35.7695112,-78.6614288,125.91,263.14,12,3,1.07,1.59,1.2767536959022285,34.264872761783366,-72.15988072595277,11.742665444486386,-81.56847267285241
1737315819.521675,35.7695099,-78.661443,126.01,262.33,12,3,1.07,1.59,1.127918436767482,33.74639970797591,-73.5629962191113,11.772769711940278,-66.76086448413142
1737315820.522264,35.7695089,-78.6614569,125.96,263.17,12,3,1.07,1.59,1.2490796611905903,33.23967405918451,-74.86769484844831,11.729551319676917,-66.51113336003048
1737315821.5226166,35.7695082,-78.6614715,126.0,261.19,12,3,1.07,1.59,1.2280065146407,32.81322331051444,-75.59166196316383,11.855683900434073,-67.67597908751752
1737315822.523298,35.769508,-78.6614862,126.02,255.03,12,3,1.07,1.59,1.3186735759845951,32.24826036081413,-76.54592607895025,11.928783781624444,-68.9687402837954
1737315823.523302,35.7695054,-78.6615015,126.02,254.49,12,3,1.07,1.59,1.1727744881263404,31.838751953180644,-77.15407582448391,12.037629201696097,-65.63256890819225
1737315824.5239718,35.7695016,-78.6615181,126.07,262.09,12,3,1.07,1.59,1.3354025610279472,31.55593156625488,-77.77390946596779,12.064113801608539,-63.00815523201241
1737315825.5242608,35.7694991,-78.6615343,126.15,268.16,12,3,1.07,1.59,1.329661611087573,31.291742724836155,-78.13968572489092,12.06906476679844,-59.131913615001004
1737315826.525597,35.7694987,-78.6615489,126.19,271.75,12,3,1.07,1.59,1.2400403219250575,31.002159830467637,-78.363114728234,12.083925374219275,-68.04332492547408
1737315827.524705,35.7694975,-78.6615631,126.17,274.62,12,3,1.07,1.59,1.0907336980216575,30.854990801036323,-78.78957833732656,12.16198118045975,-71.44290068014352
1737315828.525104,35.7694976,-78.6615771,126.2,273.68,12,3,1.07,1.59,1.1900420160649792,30.47505525258861,-80.31236441030923,12.362486271723753,-74.59962280807386
1737315829.528933,35.7694978,-78.6615921,126.26,271.55,12,3,1.07,1.59,1.193649864910142,30.233425413424783,-81.51178997710069,12.43136973934233,-80.64819787432234
1737315830.526537,35.7694964,-78.6616061,126.2,274.81,12,3,1.07,1.59,1.2628935030318273,30.078780681952615,-82.78213171895685,12.507963646581173,-77.92883434582134
1737315831.5264153,35.7694969,-78.6616196,126.19,299.97,12,3,1.07,1.59,1.095536398299938,29.88971902571922,-83.97133495481934,12.56845659662781,-73.6393823467553
1737315832.5266714,35.7695009,-78.6616315,126.32,324.15,12,3,1.07,1.59,1.0410091258005378,29.621208904038387,-85.05920712587142,12.623083332292149,-86.04577661363403
1737315833.5276442,35.7695083,-78.6616411,126.45,341.8,12,3,1.07,1.59,0.8645229898620395,29.510674133640013,-87.11598892020295,12.773430147037631,-73.77271155482798
1737315834.5274448,35.7695183,-78.6616476,126.6,353.14,12,3,1.07,1.59,0.7433034373659253,29.820897159375342,-88.935397952299,12.880648736973962,-50.67943509636274
1737315835.5279396,35.7695294,-78.6616519,126.66,353.5,12,3,1.07,1.59,0.7746612162745725,30.728582730593075,-89.91173712895772,13.027456485344551,-33.042025580076114
1737315836.5283875,35.7695403,-78.6616556,126.64,350.17,12,3,1.07,1.59,0.8988882021697693,31.846651261194555,-90.68743998271526,13.136545968806617,-21.035583040974416
1737315837.5292048,35.7695509,-78.6616595,126.62,352.72,12,3,1.07,1.59,0.84581321815162,32.973222057499136,-91.2795896746081,13.244643526722236,-23.349185640476662
1737315838.528807,35.769562,-78.6616621,126.55,358.35,12,3,1.07,1.59,0.8994442728707543,34.2886873970057,-91.89024837633684,13.229622242034305,-25.423689721114613
1737315839.5295522,35.7695735,-78.6616654,126.5,2.49,12,3,1.07,1.59,1.04,35.37112781640566,-92.25478894104866,13.348729814804464,-22.21753771404269
1737315840.530359,35.7695849,-78.6616684,126.43,5.58,12,3,1.07,1.59,1.1216059914247962,36.664449096877725,-92.71638618594132,13.448774665801931,-17.777605363785653
1737315841.5300653,35.7695969,-78.6616724,126.42,0.22,12,3,1.07,1.59,1.2030378215168465,37.94614300703359,-93.17056458995685,13.50030725232675,-13.414919218351542
1737315842.5303926,35.769609,-78.6616723,126.4,3.23,12,3,1.07,1.59,1.212023102090055,39.26427767014433,-93.66146488641225,13.54008546146474,-11.90049611333501
1737315843.5308726,35.7696217,-78.6616729,126.39,3.45,12,3,1.07,1.59,1.25,40.536720712994395,-94.20985016507552,13.589980339966646,-14.190188069755834
1737315844.5310645,35.7696335,-78.6616734,126.44,3.42,12,3,1.07,1.59,1.2900387591076479,41.8913388905282,-94.50960548528026,13.599100132777599,-10.173945355809508
1737315845.531474,35.7696425,-78.6616723,126.65,16.42,12,3,1.07,1.58,1.1610770861575042,42.93926961221471,-94.69222066672512,13.673956922752918,-9.062068023190534
1737315846.531878,35.7696529,-78.6616704,126.85,8.43,12,3,1.07,1.58,1.2703542812932147,44.617286954109176,-94.96189177059561,13.669362822863734,-7.049321149036217
1737315847.5321972,35.7696627,-78.6616723,126.93,2.83,11,3,1.1,1.6,1.1957006314291216,45.84510504768447,-94.81033043529041,13.652791216610346,4.901341323136478
1737315848.5326252,35.769672,-78.6616743,126.88,6.71,11,3,1.1,1.6,1.212023102090055,46.8329894857206,-94.66720510540976,13.65488868877281,-6.259099788603464
1737315849.533066,35.769682,-78.661674,126.82,14.22,12,3,1.07,1.58,1.2814054783713078,48.034161556711105,-94.99326796001941,13.616402657736113,-10.773975333235114
1737315850.533413,35.7696925,-78.6616731,126.69,20.73,12,3,1.07,1.58,1.1994165248152953,48.90771508769725,-95.18677763317865,13.627751284681445,-6.337378339124598
1737315851.5337121,35.7697021,-78.6616728,126.58,23.21,12,3,1.07,1.58,0.9808159868191383,50.1518571897805,-95.23932558107754,13.595612316554151,0.9320476848389774
1737315852.5347986,35.7697083,-78.6616726,126.45,38.97,12,3,1.07,1.58,0.7333484846919641,51.732009532779635,-95.27797853858655,13.649300600335895,7.529040908814636
1737315853.5344448,35.769714,-78.6616718,126.18,42.97,12,3,1.07,1.58,0.6334824385884742,52.78126427817865,-95.19275187973199,13.731267830363656,14.82862793516864
1737315854.5350344,35.7697188,-78.6616692,125.87,50.37,12,3,1.07,1.58,0.5948108943185221,53.6592708680566,-95.1235966843418,13.656966136585469,28.402052453237303
1737315855.535188,35.7697229,-78.6616634,125.59,28.41,11,3,1.2,1.69,0.7527283706623525,54.38604217029466,-94.98133002832925,13.43736626400429,34.47736632457395
1737315856.5360577,35.7697273,-78.6616602,125.42,348.27,11,3,1.2,1.69,0.7446475676452586,55.05326612794332,-94.63386022843449,13.236120724055962,39.00847901596612
1737315857.5359623,35.7697319,-78.6616627,125.39,331.15,11,3,1.2,1.69,0.6527633568147035,55.7527076640496,-94.3156968603601,13.259606552196683,12.555053358639498
