timestamp,gps_latitude,gps_longitude,gps_altitude,gps_heading,gps_satellites,gps_fix_type,gps_hdop,gps_vdop,gps_ground_speed,zed_x,zed_y,zed_z,zed_yaw
1737315858.5366325,35.7697381,-78.6616623,125.25,354.08,11,3,1.2,1.69,0.941541289588513,56.62376335012836,-94.41420841726297,13.187913837004363,-24.625980155114803
1737315859.5372603,35.7697443,-78.6616606,125.11,5.42,11,3,1.2,1.69,1.082081327812286,57.143704224960494,-94.89968452052061,13.100656142768504,-38.77540771517624
1737315860.537034,35.7697484,-78.6616527,124.94,39.34,11,3,1.2,1.69,1.0239140588936164,57.7651176961363,-94.83437577234841,12.963641588218374,-17.210209039814316
1737315861.537618,35.7697504,-78.6616503,124.85,59.5,11,3,1.19,1.61,0.5894064811316551,59.121779677702506,-94.84700753036432,12.906652616929811,1.5657396389064502
1737315862.5432663,35.7697518,-78.6616485,124.74,69.77,12,3,1.07,1.58,0.3753664875824692,59.837365926035574,-94.17943876807388,13.026138773588826,42.046773032373665
1737315863.538992,35.7697548,-78.6616454,124.62,56.0,11,3,1.16,1.76,0.7433034373659252,60.23088407544236,-93.70341545699544,12.993301046332379,47.74731861023872
1737315864.538933,35.7697614,-78.6616462,124.43,1.6,11,3,1.16,1.76,1.1764352935882194,60.18447695676909,-93.50248627664861,12.920713163544637,62.59658845978561
1737315865.53914,35.7697659,-78.6616509,124.45,307.05,12,3,1.07,1.58,0.806225774829855,60.86996759842898,-93.30336099874991,12.731171407846293,34.735006692999775
1737315866.539431,35.7697701,-78.6616556,124.57,301.26,12,3,1.07,1.58,0.8627861844049196,61.7015687696584,-93.70899554556362,12.563734395541791,-28.446070358157215
1737315867.5404365,35.7697734,-78.6616648,124.58,287.16,12,3,1.07,1.58,1.0837435120913066,62.03218995039222,-94.50010227506975,12.49078590295614,-65.39778040890815
1737315868.5401618,35.7697779,-78.6616736,124.69,295.13,12,3,1.07,1.58,1.0867382389517726,62.12827171440242,-95.42550392055537,12.484564884472789,-69.55723703200277
1737315869.5405834,35.7697824,-78.6616814,124.79,308.38,12,3,1.07,1.58,1.1244554237496478,62.266766816769945,-96.70228675819519,12.534810824412727,-81.70879285331266
1737315870.5408812,35.7697882,-78.6616912,124.78,309.33,12,3,1.07,1.58,0.7752418977325723,62.462886629909434,-98.08061652913105,12.540959422924699,-72.9642341536596
1737315871.541404,35.7697878,-78.6617041,124.71,282.03,12,3,1.07,1.58,0.82,62.874337152334235,-99.11504214861854,12.56484082625768,-58.51491833846998
1737315872.5423927,35.7697834,-78.6617175,124.64,278.08,12,3,1.07,1.58,0.8319855767980597,63.22785418155789,-100.13112979534165,12.675634059007916,-69.88404274357312
1737315873.5421073,35.7697867,-78.6617295,124.7,283.48,12,3,1.07,1.58,1.084665847162157,62.84495769739176,-101.37509370706005,12.685032638795649,-84.97661485022839
1737315874.542362,35.7697888,-78.6617405,124.8,296.66,12,3,1.07,1.58,0.9078546139112803,62.44029511700954,-102.65217856278296,12.75685930550039,-87.3013404102681
1737315875.5434513,35.7697927,-78.6617539,125.0,302.3,12,3,1.07,1.58,1.0558882516630252,62.50236312952032,-103.98906691670369,12.887615584149296,-85.22837666374954
1737315876.543219,35.7697961,-78.6617646,125.01,299.31,12,3,1.07,1.58,0.9884331034521254,62.87591504644566,-105.21836766072335,12.970361053647055,-72.37820278445308
1737315877.5435739,35.7698021,-78.6617768,124.94,301.13,12,3,1.07,1.58,1.0252804494381036,63.29115793648818,-106.51623028827481,13.078746619657629,-72.57675045365154
1737315878.5438745,35.7698062,-78.6617884,124.75,296.92,12,3,1.07,1.58,1.1081967334368028,63.62597758243977,-107.61993998977243,13.12389838289628,-74.48848478879962
1737315879.5444286,35.7698093,-78.6618025,124.64,288.06,12,3,1.07,1.58,1.2433824833895644,64.0561335551147,-108.9709684669075,13.166641638721488,-75.22162517051
1737315880.5453393,35.7698139,-78.6618144,124.59,314.14,12,3,1.07,1.58,0.9192388155425119,64.33947769464223,-110.2703239343528,13.221690836282727,-78.927103819729
1737315881.5449843,35.7698199,-78.6618256,124.75,314.11,12,3,1.07,1.57,0.9585927185202274,64.485514722878,-111.78875135960733,13.230910986581739,-89.7622592374047
1737315882.5454245,35.7698257,-78.6618358,124.79,308.87,12,3,1.07,1.57,0.9374433316206372,65.028636368661,-113.00954083719267,13.397957993480443,-51.642196005953195
1737315883.5459368,35.7698306,-78.6618456,124.93,310.68,12,3,1.07,1.57,1.0088111815399352,65.50795105256766,-114.04972724247196,13.51052727782696,-64.55028517147977
1737315884.5464146,35.7698346,-78.6618567,125.1,309.3,12,3,1.07,1.57,1.0963576058932598,65.8874662615689,-115.17275061355295,13.625356210882405,-66.05914685338414
1737315885.5471194,35.7698373,-78.6618659,125.14,301.57,12,3,1.07,1.57,0.7021395872616784,66.2819310695934,-116.25280110691388,13.721682800997876,-62.2220003126248
1737315886.5469437,35.7698397,-78.6618743,125.14,316.63,12,3,1.07,1.57,0.8221921916437787,66.72978599686411,-117.57076132196164,13.809101994527596,-66.06569054280575
1737315887.5472233,35.7698436,-78.6618837,125.24,315.3,12,3,1.07,1.57,0.8263776376451628,67.18848408822822,-118.72639880192354,13.960297457749132,-73.98855029036919
1737315888.5482225,35.7698498,-78.6618943,125.26,312.03,12,3,1.07,1.57,0.9752948272189287,67.62981979697788,-119.6581855625717,14.004618708371183,-58.73510171997677
1737315889.5480328,35.7698565,-78.6619074,125.32,311.24,12,3,1.07,1.57,1.0042410069301093,68.18310612465334,-120.86285251291461,14.098285462266409,-60.56153369477698
1737315890.5484183,35.7698648,-78.6619187,125.3,314.08,12,3,1.07,1.57,1.1387712676389408,68.72220433909824,-122.00344358404519,14.217524468473794,-62.8677016457584
1737315891.5487869,35.7698747,-78.6619285,125.17,312.18,12,3,1.07,1.57,1.2314625451064274,69.13415792241001,-123.15275410293334,14.34630286109473,-64.33194865287746
1737315892.549741,35.769882,-78.6619394,125.09,316.86,12,3,1.07,1.57,1.1666190466471906,69.6689696957795,-124.34508090654485,14.406519725791165,-56.49166372000212
1737315893.5495899,35.7698901,-78.6619511,125.12,318.27,12,3,1.07,1.57,1.2355565547557912,70.16034825427663,-125.4669354793973,14.438295818921427,-63.44034677129214
1737315894.5499048,35.7698985,-78.6619614,125.11,309.49,12,3,1.07,1.57,1.2946814279968644,70.71619049057553,-126.59666196718658,14.527840658902448,-59.3878182598567
1737315895.550447,35.7699063,-78.6619702,125.09,300.94,12,3,1.07,1.57,1.2665701717630966,71.25776208070532,-127.59327975385406,14.670303781007746,-59.739169236544086
1737315896.5507271,35.7699137,-78.6619806,125.05,292.06,12,3,1.07,1.57,1.2731457104353767,71.76894459500156,-128.7560460259381,14.73667617343794,-67.75328277839395
1737315897.5512264,35.7699202,-78.6619928,125.07,290.79,12,3,1.07,1.57,1.453409783921933,72.20220370597909,-129.91064267624725,14.77449575232299,-78.11315977970303
1737315898.551359,35.7699256,-78.6620066,125.08,296.83,12,3,1.07,1.57,1.305105359731543,72.4902717995725,-131.0018666026823,14.862992016527546,-86.13555496098392
1737315899.551827,35.7699272,-78.6620162,125.16,321.2,12,3,1.07,1.57,0.73824115301167,72.69473419776992,-132.306522870517,14.918393550588325,-81.84604348445077
1737315900.5521288,35.7699275,-78.6620137,125.18,60.1,12,3,1.07,1.57,0.8544588931013591,72.80274907821806,-133.51911816875977,15.019646497818743,-78.17775993364788
1737315901.5526428,35.7699254,-78.6620088,125.11,114.59,12,3,1.07,1.57,0.552268050859363,73.13472178444874,-134.19458652754966,15.196064857804451,-27.675956877306504
1737315902.5535154,35.7699257,-78.6620014,125.08,118.23,12,3,1.07,1.57,0.29410882339705485,73.17828206558403,-133.23462344357165,15.11878109115149,68.7255210766513
1737315903.5532959,35.7699248,-78.6619944,125.03,121.48,12,3,1.07,1.57,0.12649110640673517,73.23637173018224,-131.66953577146478,15.026155123783166,78.79357479050472
1737315904.5537734,35.7699256,-78.6619928,124.41,121.09,12,3,1.07,1.57,0.8364807230295268,73.08952192617626,-129.58211220368202,14.938475870262723,75.44516987847958
1737315905.5541558,35.7699281,-78.6619989,124.12,116.29,12,3,1.07,1.57,1.294488315899375,72.7007053197016,-129.68785180023994,14.749973613954724,72.28902004162198
1737315906.5543904,35.7699314,-78.6620093,124.19,116.03,12,3,1.07,1.57,1.4895972610071488,72.70028211936815,-129.26393388444126,13.840225862897475,75.6787558082354
1737315907.5553403,35.7699335,-78.662019,124.23,115.72,12,3,1.07,1.57,1.5962455951387933,72.70979361076054,-129.28010179306173,13.801597762481277,79.33994750055261
1737315908.555171,35.7699367,-78.6620254,124.33,115.6,11,3,1.09,2.33,1.5989058759038943,72.71459291965105,-129.2640860353125,13.807677181631535,79.24156646932174
1737315909.5556824,35.7699391,-78.6620276,124.41,115.43,12,3,1.07,1.57,1.443675863897433,72.71311079256071,-129.27963886093343,13.816010357290594,79.31104410560455
1737315910.5560215,35.7699397,-78.6620281,124.41,115.2,12,3,1.07,1.57,1.2563439019631528,72.71577242412077,-129.28282638707435,13.816741008286368,79.34661865030613
1737315911.5563936,35.7699386,-78.6620286,124.41,114.94,12,3,1.07,1.57,1.0834205093129814,72.71692492055503,-129.2847405110824,13.818133248315323,79.43973610196815
1737315912.5566623,35.7699371,-78.6620269,124.4,114.73,12,3,1.07,1.57,0.8409518416651455,72.71369453707202,-129.2812747783653,13.81958342909054,79.48872330226416
1737315913.5571089,35.7699366,-78.6620258,124.44,114.59,12,3,1.07,1.57,0.66007575322837,72.71473131162496,-129.28831703477954,13.813741002785529,79.50082693256003
1737315914.557455,35.7699345,-78.6620238,124.45,114.43,11,3,1.09,2.33,0.4780167361086848,72.71140575555727,-129.2975108340183,13.814631728594795,79.51105647780146
1737315915.557887,35.7699339,-78.6620231,124.47,114.34,11,3,1.09,2.33,0.3712142238654117,72.71298044069827,-129.2935343817152,13.817779125106028,79.48409948976867
1737315916.5582666,35.7699345,-78.662022,124.48,114.26,11,3,1.09,2.33,0.24839484696748443,72.71597453253825,-129.2889684717164,13.822599942298789,79.48248101233185
1737315917.5591924,35.769936,-78.6620203,124.44,114.18,11,3,1.09,2.33,0.1341640786499874,72.71117944929091,-129.29385773097755,13.822897299162118,79.48672448999223
1737315918.5595028,35.7699366,-78.6620192,124.38,114.1,11,3,1.09,2.33,0.11180339887498948,72.71263092673142,-129.29022493502282,13.819340637400755,79.54565202548778
1737315919.559334,35.7699373,-78.6620178,124.32,114.02,11,3,1.09,2.33,0.15556349186104046,72.71790078088468,-129.2928900858307,13.810541903175814,79.5260763735687
1737315920.5598843,35.7699382,-78.6620164,124.24,113.92,11,3,1.1,2.33,0.20591260281974,72.70919270884642,-129.28155215122118,13.796508626881765,79.51471547783098
1737315921.5608993,35.7699399,-78.662016,124.14,113.85,11,3,1.1,2.33,0.208806130178211,72.71088471462448,-129.2538137242293,13.792880798707968,79.51396973978378
1737315922.5605364,35.7699434,-78.6620177,124.06,113.79,11,3,1.1,2.33,0.161245154965971,72.71342175689678,-129.2578775802728,13.796371415647284,79.500946412127
1737315923.5609176,35.769947,-78.662019,124.06,113.74,11,3,1.1,2.33,0.18027756377319948,72.71676843351206,-129.24645819076633,13.79410284021104,79.48243976086381
1737315924.5616343,35.7699508,-78.6620213,124.08,114.1,11,3,1.1,2.33,0.22825424421026658,72.71565864405359,-129.23138976855108,13.800430131637862,79.47625531302295
1737315925.5622602,35.7699512,-78.6620187,124.8,126.06,11,3,1.1,2.33,1.091283647820309,72.7151106410051,-129.22505889589314,13.80187045090934,79.43304491438413
1737315926.562286,35.7699481,-78.6620086,124.84,135.59,10,3,1.22,2.35,1.0560303025955269,72.66524628877046,-129.09320952889524,14.120399181880462,79.20780988401974
1737315927.5626519,35.7699464,-78.6619965,124.86,133.96,11,3,1.1,2.33,1.2619429464123961,72.2444403716816,-128.22759716466578,14.487532556194315,59.81997710019157
1737315928.5655825,35.7699421,-78.6619856,124.8,140.3,11,3,1.1,2.33,1.313202193114221,71.77283299115815,-127.06900489475731,14.55861257424143,60.71374952037323
1737315929.5630252,35.769937,-78.6619747,124.8,129.44,10,3,1.22,2.35,1.1829623831720093,71.20213389499658,-125.84307658226393,14.492304094429675,58.1126942716682
1737315930.5635178,35.7699306,-78.6619635,124.66,132.85,10,3,1.22,2.35,1.214907403878995,70.5570600845459,-124.56733620184954,14.325279351528728,57.793242007498286
1737315931.564683,35.7699235,-78.6619533,124.51,129.74,10,3,1.22,2.35,1.1374093370462544,70.00529790133055,-123.21199511970559,14.23277031045055,63.27407030316159
1737315932.5642657,35.769918,-78.6619427,124.43,126.93,11,3,1.1,2.33,1.2886038956948718,69.45755354267992,-121.90826304774852,14.139618597803151,58.905492421050276
1737315933.5645666,35.7699129,-78.6619326,124.44,123.28,11,3,1.1,2.33,1.324009063413087,68.94549422640777,-120.82635319105133,14.138924515943755,61.77498438100695
1737315934.565053,35.769908,-78.6619214,124.49,114.8,11,3,1.1,2.33,1.187013058057914,68.39683656947028,-119.52182205567173,13.98000560028736,61.06628343779277
1737315935.5655935,35.7699021,-78.6619108,124.51,122.19,11,3,1.1,2.33,1.1677756633874505,67.88998008944516,-118.1961898197051,13.851022189779046,69.22785572437098
1737315936.5482016,35.7698948,-78.6618987,124.56,129.48,11,3,1.1,2.33,1.2030378215168467,67.49986176957874,-116.84910749293815,13.733614326873097,77.35418829793323
1737315937.5181763,35.7698888,-78.6618848,124.57,122.71,11,3,1.1,2.33,1.3569450983735487,66.95457931428754,-115.50868116311726,13.632362356441492,68.86405613670277
1737315938.492303,35.7698801,-78.6618741,124.59,129.07,11,3,1.1,2.33,1.3160547101089681,66.44747436764715,-114.05486762531743,13.497585330274786,66.73443120489299
1737315939.4699984,35.7698764,-78.6618635,124.67,117.7,11,3,1.1,2.33,1.1516944039110375,66.02952144546767,-112.55714355995214,13.363106122559008,69.86761445313937
1737315940.449429,35.7698743,-78.6618509,124.7,112.87,12,3,1.07,1.56,1.0307764064044151,65.39625681938884,-111.39118495751083,13.242685087477843,64.4089600461718
1737315941.4317832,35.7698676,-78.6618405,124.78,115.35,11,3,1.1,2.33,0.9936297097007517,64.93149391379991,-110.29606206253983,13.153213864335774,76.49224065803708
1737315942.416228,35.7698586,-78.6618293,124.89,117.55,11,3,1.1,2.33,1.1844407963254222,64.55866015483812,-109.13740111551328,13.21651355800193,77.67189280523446
1737315943.4025252,35.7698525,-78.6618167,124.94,118.25,11,3,1.1,2.33,1.1322985472038725,64.30599713480231,-108.04363999837501,13.263293545966912,74.16922033380227
1737315944.3902779,35.7698493,-78.6618058,124.86,114.78,11,3,1.1,2.33,1.1629703349613008,63.84209978433468,-106.84273572499521,13.218611606273809,73.46671279233854
1737315945.3796933,35.769845,-78.6617931,124.87,108.84,11,3,1.1,2.33,1.0065783625729294,63.470210325474135,-105.76535907323516,13.105294587506139,73.31535928911687
1737315946.3701992,35.7698382,-78.6617799,124.87,92.19,11,3,1.1,2.33,1.1513470371699404,63.22160475212298,-104.35629317551759,13.104926496436407,78.29222273185825
1737315947.3623033,35.7698332,-78.6617641,124.86,93.09,11,3,1.1,2.33,1.3842326394071194,62.86550268521794,-102.93873327631856,13.016151547445006,85.04307428441992
1737315948.3550613,35.7698305,-78.6617509,124.77,99.01,11,3,1.1,2.33,1.3241223508422475,62.77987550875044,-101.37330348738855,12.947282790421102,79.81063190099727
1737315949.3484106,35.769826,-78.6617374,124.66,107.2,11,3,1.1,2.33,1.3092364186807515,62.73213497833363,-99.45666816076636,12.818016172726882,83.46599693541225
1737315950.342482,35.769821,-78.6617222,124.66,112.69,11,3,1.1,2.33,1.3595955280891445,62.66789750590759,-97.66840511198755,12.718651774890972,89.96577856621883
1737315951.3367488,35.7698165,-78.661707,124.6,106.64,11,3,1.1,2.33,1.3389921583041478,62.70294203219608,-96.27363665534604,12.639597901084944,79.08364989195277
1737315952.332295,35.7698121,-78.6616924,124.58,120.95,11,3,1.1,2.33,1.3548431643551957,62.59754181487559,-94.9490641318593,12.652417440276276,75.05529358064123
1737315953.3279262,35.7698056,-78.6616789,124.5,122.96,11,3,1.1,2.33,1.2567418191498203,62.578613635820105,-93.50662546099403,12.588165037403002,80.65967056070579
1737315954.3248901,35.7698001,-78.6616654,124.61,118.48,10,3,1.24,2.5,1.192015100575492,62.2032236774477,-92.1156256070789,12.496787318922054,69.91570988664294
1737315955.3216023,35.7697977,-78.6616517,124.65,119.15,11,3,1.1,2.33,1.1734138229968147,61.77069359847291,-90.71160868058755,12.461349005338278,70.70087122774102
1737315956.317974,35.7697947,-78.6616392,124.74,122.1,11,3,1.1,2.33,1.127918436767482,61.35204474448412,-89.5281045234324,12.516459401035588,71.6325488964081
1737315957.315542,35.7697901,-78.6616252,124.81,123.01,11,3,1.1,2.33,1.1140017953306898,60.964904766432525,-88.22794542336386,12.470120245369257,70.12682330343108
1737315958.3130262,35.7697841,-78.6616109,124.74,117.18,11,3,1.1,2.33,1.1205802068571442,60.60879875382708,-86.81067215704103,12.456577579922183,67.68793947149467
1737315959.3108993,35.7697748,-78.6615983,124.7,112.86,11,3,1.1,2.33,1.1859595271340417,60.134990153876,-85.543814932042,12.470718376009293,67.15445651181594
1737315960.3088207,35.7697703,-78.6615846,124.68,100.94,11,3,1.1,2.33,1.3124404748406688,59.71579654615113,-84.18578051830055,12.463377743276023,70.35034424894059
1737315961.31217,35.7697709,-78.6615718,124.67,91.62,11,3,1.1,2.33,1.221024160285127,59.34257455997109,-82.787447082105,12.501331139600621,76.42564590588974
1737315962.3053608,35.7697676,-78.6615577,124.56,108.62,11,3,1.1,2.33,1.142322196230118,59.3555357343041,-81.51595494461695,12.451057446974467,89.34536089496498
1737315963.3039467,35.7697597,-78.6615451,124.52,127.87,11,3,1.1,2.33,1.1140017953306898,59.47955853404327,-80.24687713945632,12.449939693949412,83.11853488980945
1737315964.3021984,35.7697542,-78.6615341,124.59,119.74,11,3,1.1,2.33,1.0993179703798168,59.427702139583886,-78.95099480492824,12.405605912926458,77.61178641480268
1737315965.301066,35.7697474,-78.6615247,124.63,127.31,11,3,1.1,2.33,1.0207840124139875,58.86731992702416,-77.76132237101825,12.359302260707732,62.11869570121233
1737315966.2999597,35.7697391,-78.6615148,124.65,128.94,11,3,1.1,2.33,1.140394668524893,58.422418321107024,-76.50624078667047,12.29646044970125,72.42892676914119
1737315967.2987,35.7697299,-78.6615032,124.67,121.91,11,3,1.1,2.33,1.1947384651043926,58.165217221088135,-75.30718324544314,12.286527063105602,59.67877887063221
1737315968.2976062,35.7697209,-78.6614943,124.79,121.66,11,3,1.1,2.33,1.103902169578446,57.69755653121662,-73.8855825276233,12.23052077998443,60.03988245709209
1737315969.2964585,35.7697122,-78.661482,124.86,128.77,11,3,1.1,2.33,1.1063453348751464,57.25776383623936,-72.50078673711783,12.194779790459286,67.03231702378694
1737315970.2955654,35.7697039,-78.66147,124.81,142.75,11,3,1.1,2.33,1.0186265262597474,56.754280852591386,-71.41726681207733,12.15443011289232,63.76254295333069
1737315971.294703,35.7696941,-78.6614584,124.86,144.26,11,3,1.1,2.33,1.082450922675019,56.24492767570965,-70.23208593269167,12.088357867084135,58.93302625193096
1737315972.2936127,35.7696865,-78.6614455,124.83,131.78,11,3,1.1,2.33,1.2355565547557912,55.55456699892906,-68.9996235588122,11.938243140318683,45.90162766244013
1737315973.2931435,35.7696776,-78.6614343,124.83,126.89,11,3,1.1,2.33,1.229186723000212,54.858110728058506,-68.00179259028165,11.950162275552735,53.0867933525903
1737315974.2918904,35.769671,-78.6614259,124.77,124.42,11,3,1.1,2.33,1.0818964830333815,54.34537058952372,-67.06984545695978,11.933667030858569,60.47452656172994
1737315975.2911413,35.7696634,-78.6614171,124.69,132.61,11,3,1.1,2.33,1.0840664186294122,53.74545913911301,-65.88458793323079,11.880869846959499,63.90432237968894
1737315976.2903273,35.7696536,-78.6614085,124.66,140.32,11,3,1.1,2.33,1.0486181383134663,53.155672206191696,-64.56350252909237,11.771116437581618,60.87851986424709
1737315977.290068,35.7696456,-78.6613997,124.66,136.01,11,3,1.1,2.33,1.0607544484940894,52.398358333949716,-63.354277022335836,11.622294657739278,53.11332217261242
1737315978.288898,35.7696378,-78.66139,124.6,138.67,11,3,1.1,2.33,1.0536128321162381,51.42041309692586,-62.38049162438772,11.601115929924486,49.066063082971354
1737315979.288137,35.769629,-78.6613791,124.55,133.45,11,3,1.1,2.33,0.9404786015641186,50.712727526309806,-61.266461460761555,11.49469257638158,50.95464511604367
1737315980.2873912,35.7696211,-78.6613682,124.43,135.16,11,3,1.1,2.33,1.0980892495603443,49.92648024697264,-60.12988278156192,11.334418390983549,51.15668987431607
1737315981.2871325,35.7696165,-78.6613589,124.45,138.65,11,3,1.1,2.33,1.128937553631732,49.18985441302015,-59.21759605126512,11.254826084748341,59.432694772837344
1737315982.2865891,35.7696118,-78.6613508,124.49,144.92,11,3,1.1,2.33,0.9899494936611665,48.52960610464494,-58.09293037023998,11.113576234525445,57.33420731278912
1737315983.285177,35.7696041,-78.6613433,124.48,157.32,11,3,1.1,2.33,0.804114419718985,47.85717395480395,-56.81796235173423,11.059514096345767,52.34988063780996
1737315984.284595,35.7695955,-78.6613345,124.55,163.83,11,3,1.1,2.33,0.9486832980505139,47.20053694295228,-55.73669015548645,10.987810796031726,45.420746433474804
1737315985.284486,35.7695922,-78.6613222,124.64,131.93,11,3,1.1,2.33,0.9677293009927931,46.20866526738839,-54.717109524899165,10.833331396487383,24.05021931776776
1737315986.2833667,35.7695875,-78.6613135,124.72,139.18,11,3,1.1,2.33,0.9121403400793104,45.19180013581462,-53.79790779807053,10.858987122961812,38.81618899716671
1737315987.2827234,35.7695794,-78.6613035,124.66,148.55,11,3,1.1,2.33,1.04484448603608,44.755511494732346,-52.72153526034854,10.797631039324214,60.53129139816022
1737315988.281887,35.7695722,-78.6612938,124.52,145.87,11,3,1.1,2.33,0.9417536832951597,44.15478583064087,-51.89810473537779,10.621461090917016,48.165566369589165
1737315989.281804,35.7695645,-78.6612852,124.43,161.15,11,3,1.1,2.33,1.0111874208078342,43.25798673202851,-50.78321984838178,10.490580080998065,44.70048492240573
1737315990.2806525,35.7695578,-78.6612826,124.42,170.59,11,3,1.1,2.33,0.916624241442479,42.482250773609,-49.72851556969101,10.27411642134429,44.3737763370227
1737315991.2799842,35.7695494,-78.66128,124.45,183.54,11,3,1.1,2.33,0.8421401308570919,41.43246167970068,-48.92979251580028,10.17276307045863,29.97794759286684
1737315992.2793915,35.7695405,-78.6612793,124.42,191.4,11,3,1.1,2.33,0.6612110101926616,40.28354246927495,-48.407816534838,10.048238606595742,16.06850927549431
1737315993.2788496,35.769529,-78.6612763,124.32,180.77,11,3,1.1,2.33,0.8640023148117139,38.82283934756168,-48.03557034588591,10.035841397140093,3.808064247860041
1737315994.2808168,35.7695171,-78.6612735,124.36,176.5,11,3,1.1,2.33,0.9646242791885347,37.476917843650675,-47.73675744565744,10.039593735733456,-0.5135398837582854
1737315995.2775126,35.769507,-78.6612686,124.47,168.45,11,3,1.1,2.33,1.0084641788382966,36.413309518859315,-47.4521672350132,9.988311018978123,10.98488067350386
1737315996.2768645,35.7694981,-78.6612633,124.42,168.03,11,3,1.1,2.33,0.9577577981932593,35.09838061931138,-47.00635882060745,9.845727051457105,14.291782859293223
1737315997.2761767,35.7694861,-78.6612543,124.29,166.9,11,3,1.1,2.33,1.1510864433221337,33.95931620524791,-46.58268202220739,9.791363161030569,26.238101071855446
1737315998.27543,35.769475,-78.6612479,124.22,165.57,11,3,1.1,2.33,1.2592458060283545,32.740127797587085,-45.9217764260622,9.675633077771488,27.170230726925016
1737315999.2748268,35.7694636,-78.661242,124.1,164.57,11,3,1.1,2.33,1.258729518204765,31.73307375458814,-45.21464706623513,9.51802910065467,26.61505717412371
1737316000.274739,35.7694524,-78.6612381,124.02,176.41,11,3,1.1,2.33,1.2050311199301036,30.714597125476615,-44.39959505576453,9.309333466923944,29.196544747297743
1737316001.2696486,35.7694398,-78.6612361,123.97,179.28,11,3,1.1,2.33,1.230447073221762,29.493744919828917,-43.55339805043418,9.119561383342074,27.19843339154122
1737316002.2541127,35.7694257,-78.6612336,123.86,178.85,11,3,1.1,2.33,1.36,28.328814405327687,-42.97437424828863,8.921927635572649,15.898638032711105
1737316003.2403648,35.7694105,-78.6612268,123.73,176.18,11,3,1.1,2.33,1.5183214415926556,27.094257380569797,-42.69473392892175,8.829494203671992,13.189138298999708
1737316004.2289584,35.7693987,-78.6612199,123.73,179.88,11,3,1.1,2.33,1.4712239802287073,25.353296317988335,-42.39207612684659,8.618696304237934,12.334860914365363
1737316005.2177107,35.769388,-78.6612151,123.74,179.5,11,3,1.1,2.33,1.2709838708654015,23.756727352721672,-41.708376315935084,8.406598114109428,15.198728271266724
1737316006.2084124,35.7693753,-78.6612126,123.64,179.13,11,3,1.1,2.33,1.131591799192624,22.149701219511023,-40.941789111465184,8.322371482047739,14.032658799980616
1737316007.2005513,35.7693604,-78.6612092,123.47,180.39,11,3,1.1,2.33,1.421442928857856,20.3806856259989,-40.29139738579677,8.289801990368039,16.830589583405885
1737316008.1927133,35.7693492,-78.6612093,123.37,194.62,12,3,1.07,1.54,1.318483977907961,18.38664604247688,-39.803600840740145,8.182638635213497,17.590186314846736
1737316009.1863933,35.7693385,-78.6612098,123.32,195.25,12,3,1.07,1.54,1.2839003076563227,16.16845179485508,-39.27709273816587,8.058538548611715,16.614578344836335
1737316010.1803644,35.7693266,-78.6612112,123.28,193.18,12,3,1.07,1.54,1.2692123541787639,14.202084110748757,-39.17011271193684,8.04291079799542,2.7140302635161424
1737316011.1756675,35.7693183,-78.6612116,123.29,192.96,12,3,1.07,1.54,1.0705606008068858,11.670104689345354,-39.02199737700788,7.785303629368632,2.261590446369224
1737316012.1707032,35.7693089,-78.6612113,123.2,191.82,12,3,1.07,1.54,1.046900186264192,8.673726937821332,-38.84278737642197,7.427423469670957,3.859108994688746
1737316013.1666698,35.7692998,-78.6612116,123.13,195.67,12,3,1.07,1.54,0.8570297544426331,6.298354642869703,-38.913437591271425,7.026608894289332,3.1538717288986526
1737316014.163446,35.7692907,-78.661213,123.04,198.79,12,3,1.07,1.54,0.8354639429682168,4.0566242318813615,-39.06584085652941,6.718957245248184,3.262174772162097
1737316015.159529,35.769278,-78.6612157,123.05,194.81,12,3,1.07,1.54,1.1428473213863697,2.305130729468365,-38.95926200087261,6.579574097478434,0.48285006824130655
1737316016.1567287,35.7692657,-78.6612183,123.08,198.29,12,3,1.07,1.54,1.1573245007343445,0.6650598591518415,-38.878414278639,6.384534716000268,-1.3217710134933454
1737316017.1539671,35.7692547,-78.6612218,123.02,204.03,12,3,1.07,1.54,1.1308846094982459,-1.7286188640626063,-38.97659612067035,6.309117509106283,1.2720899348137011
1737316018.1515956,35.7692438,-78.6612275,122.99,203.09,12,3,1.07,1.54,1.1723907198540937,-3.532564762377672,-39.1037179467708,6.343261546678606,-3.399342647062153
1737316019.150047,35.7692309,-78.6612321,122.9,207.11,12,3,1.07,1.54,1.2200409829181968,-5.659345952116862,-39.34205075656211,6.290460341708998,-4.852564790790226
1737316020.147515,35.7692185,-78.6612345,122.84,197.15,12,3,1.07,1.54,1.3917614738165442,-7.119597760848064,-39.526766434545515,6.143336801122625,-1.4108474929875408
1737316021.145578,35.7692088,-78.6612366,122.98,191.91,12,3,1.07,1.53,1.1747765745025731,-8.666229170450904,-39.75242938208553,5.9809556787594955,-6.844274594864988
1737316022.1467228,35.769203,-78.6612321,122.9,184.72,12,3,1.07,1.53,0.9617692030835672,-10.303871728471867,-39.42502319270662,5.825503367788407,4.137289854451003
1737316023.1424773,35.7691915,-78.6612287,122.85,181.69,12,3,1.07,1.53,0.9313431161500041,-11.874306853211971,-39.06831597372894,5.6735435976007915,8.093251101209422
